CH0,CH1,CH2,CH3
-7.49929523468018,-13.7667751312256,-19.9074859619141,-19.0633144378662
-6.4154224395752,-12.6238088607788,-15.6083431243896,-15.8289260864258
-5.97347068786621,-11.3851442337036,-8.75825023651123,-12.5838088989258
-6.22849702835083,-9.64701557159424,-3.0307993888855,-8.42889785766602
-6.18754911422729,-6.83046102523804,0.948370695114136,-2.79678106307983
-5.93110847473145,-3.0455265045166,5.15515232086182,4.06778955459595
-6.30813264846802,0.481728136539459,9.21699333190918,10.26939868927
-6.44311666488647,2.17012929916382,10.7341375350952,13.4596748352051
-5.70361042022705,1.68429100513458,8.45977210998535,12.5065326690674
-6.17036056518555,-0.732946813106537,1.14599668979645,6.10259103775024
-8.68953037261963,-5.04649591445923,-10.6022758483887,-5.13977289199829
-10.0406112670898,-9.52235126495361,-18.7576427459717,-14.3485698699951
-8.16773509979248,-11.0946063995361,-14.3763408660889,-14.300482749939
-5.50227880477905,-9.15414237976074,-2.26745867729187,-6.12520694732666
-4.71780014038086,-6.88686275482178,3.76319551467896,2.74146842956543
-5.06222724914551,-6.96285247802734,0.684068918228149,5.67152070999146
-3.77676701545715,-7.51296663284302,-3.34333992004395,2.56836605072021
-0.245801836252213,-5.72443866729736,-4.42819166183472,-1.53240489959717
2.94765377044678,-2.54207897186279,-5.08693885803223,-4.06386280059814
4.06249713897705,-0.651019275188446,-5.67333126068115,-5.32040786743164
3.9352822303772,-0.886473774909973,-3.3091893196106,-4.25920104980469
3.19304132461548,-1.85435557365417,2.07976651191711,-0.818356990814209
1.70717525482178,-1.63544535636902,5.49904537200928,1.79048132896423
0.642323315143585,0.184247002005577,3.24796009063721,0.84304291009903
1.25067794322968,1.72096586227417,-0.614480912685394,-2.6007719039917
2.3942768573761,1.34249448776245,0.919227838516235,-3.69029903411865
2.85186553001404,1.14973068237305,7.2017765045166,1.27971684932709
3.41191983222961,3.39891338348389,10.5581188201904,8.58464241027832
4.03333568572998,5.34583854675293,9.068284034729,11.8549661636353
3.82235550880432,4.48400211334229,9.51377582550049,10.7686080932617
4.1891450881958,3.85554337501526,13.7881298065186,9.37852478027344
6.86198711395264,6.14525604248047,13.8852529525757,9.36755275726318
10.310772895813,9.32726192474365,6.34839010238647,8.84565544128418
11.6049137115479,11.1760187149048,0.137557551264763,7.51958847045898
