1,2,3,4
6.22321033477783,4.02833700180054,5.24452972412109,7.92296838760376
6.14249753952026,7.24193096160889,16.3961963653564,20.0893154144287
7.88991451263428,10.299843788147,21.9512767791748,22.9640731811523
10.6878576278687,9.81018733978271,15.3766164779663,12.2262439727783
11.509880065918,5.7023491859436,4.61604070663452,-4.24480819702148
8.17786312103271,2.43778419494629,1.04438900947571,-11.4155588150024
3.65963649749756,4.91867685317993,6.86850738525391,-0.548960268497467
1.98976051807404,9.90287113189697,13.9261026382446,11.5793752670288
3.13761353492737,10.521954536438,12.2857856750488,6.12254476547241
5.21842622756958,7.83028078079224,1.80989646911621,-2.68759942054749
6.31920099258423,5.62917375564575,-6.72555637359619,1.7529993057251
4.81271362304688,3.35205864906311,-5.82095432281494,7.25815916061401
1.80761229991913,1.09452450275421,-0.617264568805695,4.09827089309692
0.500129878520966,0.647654712200165,1.55382347106934,1.19645810127258
1.5542083978653,2.07103085517883,2.51582741737366,2.48435044288635
3.21435189247131,3.84730744361877,5.91654968261719,2.6935248374939
5.62001943588257,4.23668622970581,6.98393440246582,1.12658441066742
9.06411361694336,3.4735701084137,1.47993218898773,-0.0206612944602966
10.5398664474487,3.62246513366699,-4.98427391052246,-1.43992960453033
8.73939990997314,4.60728549957275,-7.05243492126465,-2.43977212905884
6.90847730636597,3.71353650093079,-5.46580410003662,-1.33583891391754
6.46514558792114,1.07146167755127,-0.43813681602478,1.1989758014679
5.19834613800049,0.886479556560516,6.78438091278076,4.11357593536377
2.56433701515198,4.1814546585083,11.0094499588013,6.83081150054932
1.13557410240173,6.91480875015259,9.88065910339355,8.41003704071045
2.48856234550476,7.08901357650757,5.64970397949219,5.85226392745972
4.35199642181396,6.46075630187988,0.6396484375,-1.95095801353455
4.19516897201538,5.94851446151733,-2.67348790168762,-6.54700899124146
3.49191737174988,4.96314477920532,-1.89979541301727,0.311560273170471
4.79832172393799,4.00594091415405,1.7893933057785,10.0526533126831
6.92884540557861,5.26308345794678,4.07275485992432,9.66236686706543
6.98821401596069,9.0372896194458,2.91522359848022,3.97202157974243
5.55580425262451,11.4482383728027,1.28081965446472,3.78761219978333
5.10766077041626,10.1122951507568,2.96926736831665,8.01622200012207
4.99829816818237,7.96178960800171,8.9951696395874,12.9507846832275
3.4849693775177,7.74348449707031,16.3168029785156,16.1458625793457
2.06559991836548,8.32599258422852,18.3401012420654,12.9569463729858
2.74209260940552,7.60337972640991,13.2024612426758,7.87114191055298
4.17595911026001,5.08686637878418,7.55728530883789,8.30813026428223
4.4475736618042,2.48160123825073,7.22260141372681,9.38039779663086
4.23294639587402,2.14376211166382,11.7130489349365,12.0850219726562
4.21325969696045,4.02072763442993,16.3052577972412,22.6677093505859
3.48144149780273,5.97484683990479,16.0004062652588,28.036060333252
2.56910681724548,6.13237857818604,11.3078346252441,19.3132610321045
3.26792001724243,4.69253301620483,6.500892162323,10.124228477478
4.71018552780151,4.25284242630005,2.80168032646179,7.37553691864014
3.9131121635437,5.17703580856323,-1.07330238819122,3.35986328125
0.876880764961243,4.04728889465332,-4.05859661102295,-5.79000854492188
-0.938594579696655,0.422295868396759,-2.2470371723175,-10.7497425079346
-0.675040483474731,-1.91374230384827,4.11069774627686,-1.31789362430573
-1.00558066368103,-1.25907325744629,7.95875597000122,10.9857816696167
-2.07328677177429,0.105672612786293,5.22548294067383,8.2951488494873
-1.50737464427948,-0.985733807086945,-0.631808161735535,-2.68822240829468
0.291071981191635,-4.34667873382568,-5.30966091156006,-6.18015003204346
0.851111888885498,-5.6334810256958,-6.42511987686157,-4.03137063980103
0.236948162317276,-2.45153021812439,-3.15329957008362,-5.47847414016724
0.779901564121246,1.28015029430389,1.32738363742828,-7.34615468978882
2.45837259292603,0.770339906215668,2.95583438873291,-1.91582930088043
3.05658268928528,-1.64006984233856,2.51337885856628,6.21520471572876
2.80683875083923,-1.01358807086945,1.41816234588623,7.17172384262085
3.5169472694397,0.285152822732925,-3.38999104499817,-1.15307915210724
4.93361473083496,-0.512201845645905,-11.8304071426392,-13.1093645095825
5.47146224975586,0.582723677158356,-14.7698020935059,-20.6484756469727
