1,2,3,4
55.0669105953366,68.2281515601521,31.4888812220748,-13.227178971488
56.7288014085281,68.6608783455704,33.927772266663,-13.1573066397647
56.1126359164652,66.51604785975,36.1833569957269,-14.5470042317591
52.7101713649155,61.8526251491824,36.689013219901,-16.6231191250011
47.3981125028928,56.1298246012946,34.7238180076546,-18.444105382133
41.9294317794657,51.3391211832712,30.6734206732782,-19.3361382353644
37.9434146129426,48.8114208764417,25.7088346447686,-19.1249680664754
36.062489250992,48.4057242100916,21.121238901652,-18.0728976095624
35.5911799114668,48.5673203450367,17.7100138924571,-16.6099251278545
34.9831059558752,47.2344534356974,15.5418170339282,-15.0551863545041
32.7982409801681,43.0701137852286,14.1465211689253,-13.5017468304263
28.5909519228698,36.2961668509851,12.9539840932844,-11.9091506959488
23.2114371207641,28.6307039330359,11.6612294442628,-10.3014776042071
18.343329694276,22.3488731234091,10.3100532561417,-8.89842818202642
15.5411092576916,19.0006578528795,9.0774289845262,-8.05647443753056
15.3185676449363,18.5256645151387,7.9830279629672,-8.03331529717224
16.8099462124335,19.2818310494198,6.76664302165746,-8.72367525083666
18.1981390899705,18.979227351724,5.05421065337992,-9.55910855038319
17.6695301666867,15.9861419004332,2.70724186495441,-9.68427363630881
14.3617619000276,10.2571092656003,0.0912802801935561,-8.35912024745582
8.78358355495348,3.34884859709158,-1.97983596639544,-5.38585506316407
2.49186537427197,-2.48409509901561,-2.66642413816552,-1.31450550517123
-2.77010350841368,-5.59111695579916,-1.67638285173173,2.72287744731714
-5.97734383205905,-5.87311245882959,0.372093662488474,5.50681888216497
-7.27299317425693,-4.83021344070347,2.08383111506866,6.3254629025736
-7.74434216531923,-4.68503358860943,1.92760045802708,5.36712694546258
-8.69776265395254,-7.09076965933361,-0.921089137264643,3.69171020157319
-10.880710447206,-12.1719161783028,-6.00687196399228,2.76804421982022
-14.1041347208526,-18.4513565156101,-11.6592748479814,3.78706459247963
-17.460471346702,-23.7048025556778,-15.729227124346,7.08381953537746
-19.9709318436666,-26.2492171562463,-16.6472345872975,11.9578563563004
-21.2465136504737,-25.9240008096975,-14.24313045415,16.9901526473896
-21.7535889522268,-24.2031849979515,-9.86598586389517,20.7105169395294
-22.5262239034888,-23.3772742136475,-5.71072548403658,22.2948876198707
-24.5081592335706,-25.2745809440289,-3.6962663980387,21.9549121805513
-27.9324159023806,-30.2489940595173,-4.49964387486709,20.8308043166499
-32.1229611717051,-37.000272138726,-7.2762709787014,20.438369167702
-35.8477999536198,-43.312264990536,-10.2204434979228,21.934271022471
-38.020731398805,-47.2741753310004,-11.649645000907,25.5474424378203
-38.3384331563424,-48.2883357550885,-10.9980707140311,30.4412730832964
-37.4751583789191,-47.3091502401384,-9.15274768646246,35.0648552898605
-36.7168613689981,-46.2115341143848,-7.93764907631103,37.8237361802277
-37.2453606841034,-46.6852089352086,-9.03833759507234,37.7592390987014
-39.4868473790128,-49.3059751135727,-12.9835075734747,34.9330792362243
-42.898686955511,-53.3064479923227,-18.7723717687534,30.3606206333166
-46.3098031269115,-57.1422034504263,-24.370558034601,25.547088353505
-48.6067681383839,-59.4813574351459,-27.8000363973532,21.8556412652403
-49.3601736959802,-60.0106812799876,-28.2061053349088,19.996130468563
-49.0282109666466,-59.5810588618978,-26.2951531301074,19.8478206612034
-48.6287358096976,-59.6240168957074,-23.896482311016,20.6615228243175
-49.0854047683684,-61.2111226096614,-22.9038118625087,21.5098652847096
-50.6424106284776,-64.3375666311421,-24.2072986945254,21.7512056874272
-52.6965444792806,-67.8693820964245,-27.2290349921741,21.2863824847228
-54.1446500673355,-70.1896757866907,-30.3220318950272,20.5046893560231
-54.0388928963297,-70.1568209227828,-31.7892088841764,19.9748107541011
-52.1619485357791,-67.7990548405538,-30.9178780742766,20.0596963562784
-49.1836607992973,-64.3262989340502,-28.4177237250343,20.6638523005912
-46.3081771521749,-61.4465126674247,-26.0018164821503,21.246731929847
-44.6185363010474,-60.3878303289696,-25.3562397263265,21.0966226554393
-44.4990286363331,-61.2031817365993,-27.1081321961022,19.7252754037104
-45.4647355556376,-62.7675126831482,-30.4090792332815,17.1802462176048
-46.4856924815857,-63.4684582704184,-33.3933728944231,14.1099871576293
-46.6047431114395,-62.1819000092576,-34.2553817231383,11.5367470567793
-45.482812087431,-58.9560371906856,-32.3188148976747,10.4350800501788
-43.5573697432832,-54.9998151958585,-28.4637622576675,11.3094062340892
-41.7344576772912,-51.9814330515725,-24.6444329073291,13.9661436909528
-40.8105123820841,-51.0483688608616,-22.7614650870251,17.5839445039259
-40.9745001742627,-52.1435927397907,-23.5383074110311,21.0451396227293
-41.6852820830834,-54.0186050998271,-26.0628101790467,23.3715862132036
-41.9906780515141,-54.9361984974328,-28.2795931760524,24.0666581837087
-41.0916752740066,-53.6542830439505,-28.168849505818,23.2202312579269
-38.8136997804986,-50.1213580842861,-24.9408552399606,21.3548661272268
-35.7081304849475,-45.4861260961418,-19.5517280327824,19.1161994427824
-32.7310446377102,-41.4248973357784,-14.2251879529251,16.9759656830782
-30.6967603827108,-39.1845397176466,-11.2338096598151,15.0915459820669
-29.8319186171292,-38.8962504001095,-11.6251337170824,13.3686375080596
-29.6878825611672,-39.5478046273637,-14.6214247516796,11.6585383004484
-29.4494863373763,-39.6118711212958,-18.0464528841662,9.95149161150085
-28.4408379435653,-37.9469039027888,-19.5492085100262,8.43936551337562
-26.5165256410369,-34.4377826054585,-17.9358105937794,7.40580567186407
-24.1046042826537,-30.0092898680754,-13.8515329439652,7.01066840435434
-21.8861273916081,-26.0236974123401,-9.41825519241131,7.10573464125026
-20.3205889502795,-23.4377222215123,-7.02447680765574,7.20943100271565
