time,CH0,CH1,CH2,CH3
2.30859375,-6.11636591,-11.75162983,-0.714254498,-2.750085354
2.3125,-9.080831528,-17.51856041,-3.079167843,-4.884585381
2.31640625,-11.68907547,-17.83817291,-6.213347912,-6.755344391
2.3203125,-9.687170982,-6.832651138,-7.762176037,-5.006350517
2.32421875,-10.24505901,-1.279045343,-7.106920242,-3.723847866
2.328125,-16.02240372,-11.81096077,-4.014451981,-4.976425171
2.33203125,-17.09280777,-23.85808372,-0.868612051,-6.839447498
2.3359375,-12.5687027,-22.11454582,-1.364998221,-7.43855381
2.33984375,-13.01477909,-11.23505211,-1.976034045,-6.290636539
2.34375,-19.69155693,-6.894104958,1.195780635,-5.539401531
2.34765625,-22.21625137,-10.37773323,2.970389843,-5.866917133
2.3515625,-14.88795757,-8.791553497,0.55171901,-4.372299671
2.35546875,-5.535511017,-2.923473358,-0.950707257,-2.657915831
2.359375,-4.046242714,-3.14981389,0.16104202,-4.652476311
2.36328125,-8.986052513,-6.404517651,0.874630332,-5.760657787
2.3671875,-14.23242569,-6.788151741,0.141381085,-0.794247389
2.37109375,-17.29775238,-9.743225098,-2.236215591,4.29098177
2.375,-17.31082726,-18.05399704,-6.287581444,2.862048388
2.37890625,-15.8193264,-21.96294785,-7.675135136,-2.241464615
2.3828125,-14.12652016,-15.30233288,-2.613762617,-6.25196743
2.38671875,-11.33677292,-7.226862431,2.419245481,-8.015197754
2.390625,-9.363636971,-5.238197803,0.15641737,-6.787762642
2.39453125,-8.998882294,-3.148390532,-2.919238567,-3.067533731
2.3984375,-7.461230278,1.044627309,0.49207595,-2.322311163
2.40234375,-5.390437603,0.080239974,3.700539827,-7.270216942
2.40625,-5.385119438,-4.46007061,1.696068764,-9.98002243
2.41015625,-7.525793076,-5.988382816,1.267912149,-4.981673717
2.4140625,-10.64499092,-6.297414303,3.530037403,0.650320113
2.41796875,-12.23161888,-9.046855927,0.415622056,1.382414222
2.421875,-10.38847923,-11.71278954,-5.732828617,1.370584846
2.42578125,-7.941609383,-12.09927845,-2.650529146,2.238458395
2.4296875,-9.278850555,-13.44500256,8.4599123,-0.316870898
2.43359375,-13.61065483,-14.77183151,12.36037731,-4.971773148
2.4375,-16.66698265,-12.20505428,5.002384663,-5.61520052
2.44140625,-17.46475029,-12.5483017,-2.289054871,-3.020871639
2.4453125,-17.74883461,-23.21688843,-2.94645381,-3.253647804
2.44921875,-18.16731834,-32.88100815,-0.244033188,-7.111213684
2.453125,-19.14053535,-27.34103203,3.486958981,-9.603485107
2.45703125,-20.70278358,-17.14761925,6.735898495,-8.41295433
2.4609375,-20.70493126,-15.88994026,5.496052265,-6.51346302
2.46484375,-16.46360779,-11.82675743,1.473663688,-6.03797102
2.46875,-9.106152534,1.588419199,0.640981138,-5.148732662
2.47265625,-4.644702911,7.523276329,0.438306183,-2.199396372
2.4765625,-4.624528885,-0.068959907,-3.457677126,1.183179379
2.48046875,-3.757674456,-8.380386353,-4.676931858,2.323694706
2.484375,-2.235151529,-10.64669132,0.125582546,0.951031268
2.48828125,-4.244830608,-9.913461685,2.296222448,-0.537143052
2.4921875,-6.969257832,-7.063183308,-1.350055933,-0.642974019
2.49609375,-5.245540142,-2.161403894,-2.302587509,-0.091915682
2.5,-0.336026341,0.037498601,4.085806847,1.145581603
2.50390625,3.82745266,-0.589060545,9.572893143,3.007030487
2.5078125,5.449839115,1.413835049,6.135820866,3.210161448
2.51171875,5.59488678,6.740374088,1.086303115,1.443940997
2.515625,8.022374153,13.34442711,3.486799717,0.45930028
2.51953125,10.90518284,16.90513229,6.763096333,0.974951148
2.5234375,8.050244331,11.85426712,3.823370695,1.121982574
2.52734375,3.733368635,3.550243616,0.481407464,0.223490134
2.53125,6.436078072,4.518352985,0.294712812,1.180321574
2.53515625,11.56502819,11.56311607,-1.566393495,5.402361393
2.5390625,9.107625008,8.638019562,-4.148178577,7.855493069
2.54296875,-1.104905963,-3.080693007,-1.94764936,5.079833031
2.546875,-8.377038956,-5.61041069,1.369285583,0.5302127
2.55078125,-0.525449753,5.097575665,0.500673831,-1.293673754
2.5546875,14.57460594,9.493412018,-0.586961746,-1.075152278
2.55859375,15.17449474,-3.48362565,-0.736611962,-2.335039377
2.5625,4.696234226,-9.307122231,-3.107743025,-1.857329845
2.56640625,2.58786726,9.006970406,-3.047077656,3.897053003
2.5703125,7.941112041,23.46165085,1.653159142,7.118955612
2.57421875,9.297503471,14.40084076,3.725350618,3.017451048
2.578125,7.831263065,5.307844162,1.721076965,0.634245634
2.58203125,12.60646915,13.10528183,1.650634766,4.404193401
2.5859375,20.911726,19.82624245,4.0265131,5.957705021
2.58984375,19.44440842,11.56978798,3.493421555,2.666019201
2.59375,9.302679062,2.137813091,-1.144257665,0.82262367
2.59765625,4.20326376,3.109609365,-4.315348148,-0.252401888
2.6015625,6.689024448,5.98017025,-2.818806648,-4.843255043
2.60546875,10.52848911,3.921082258,1.230075479,-8.575705528
2.609375,11.63927269,0.30594632,5.931210995,-5.761426926
2.61328125,8.226508141,-2.570902109,8.079652786,0.190655425
2.6171875,4.016875267,-0.470707625,5.444860458,3.109879971
2.62109375,4.544497013,9.826967239,1.955783844,3.286026716
2.625,7.778620243,18.37459946,0.376597315,4.211760044
2.62890625,6.937641621,15.02515697,-0.558485627,4.740611553
2.6328125,0.975812972,5.257427216,0.619804204,2.750600815
2.63671875,-1.421500444,1.780970335,4.782335758,1.946995497
2.640625,5.077637672,6.980258942,6.360816002,3.635985851
2.64453125,9.940505981,9.057686806,1.548818111,2.941147804
2.6484375,4.667550564,2.928284645,-4.063543797,0.486412168
2.65234375,-0.357477725,-0.314678073,-4.147481441,0.370311946
2.65625,2.620448828,3.290005684,-0.452236146,1.011952877
2.66015625,3.754370689,0.833338201,2.088995218,1.331163883
2.6640625,-2.424577236,-11.57286835,1.08249712,2.070494175
2.66796875,-4.893741131,-15.64495087,-2.576430559,1.380252481
2.671875,2.21925354,-3.380255699,-4.109843731,1.089686036
2.67578125,7.518034935,8.239336967,-0.147390306,5.711103916
2.6796875,3.012015104,11.13434124,3.293759108,12.1697855
2.68359375,-3.534087658,11.83192635,-1.101179719,13.14053822
2.6875,-3.155673504,8.804021835,-7.286439419,7.935380459
2.69140625,3.028989077,0.622835875,-5.126451492,1.94072628
2.6953125,7.620406151,-3.673659086,0.878765643,-1.865849376
2.69921875,6.636230469,0.019690098,-1.327349782,-4.215705872
2.703125,3.525939226,4.659665585,-9.411735535,-3.975224495
2.70703125,0.470115215,3.845811367,-8.745506287,-0.060487721
2.7109375,-6.647323132,-2.972395897,0.490756124,3.11386776
2.71484375,-14.57290459,-10.4426136,2.8681705,1.154734612
2.71875,-8.288977623,-9.071154594,-2.279121637,-2.52883482
2.72265625,9.933698654,1.38212359,-2.713042259,-2.216021538
2.7265625,15.56259251,8.676760674,0.754003942,0.501783311
2.73046875,5.580476284,7.614108562,-0.106669158,1.534418821
2.734375,-0.524014413,4.542876244,-1.510265231,2.175256014
2.73828125,-0.716119111,2.260778666,2.59736228,3.119690657
2.7421875,-2.379773378,-0.579265177,5.545424461,2.025541306
2.74609375,-2.433071136,-2.963363171,1.421347022,0.049689207
2.75,-1.532148123,-5.190079212,-3.385124922,-0.879199505
2.75390625,-4.753182888,-9.156025887,-3.947182655,-1.322123766
2.7578125,-7.792633533,-13.17975616,-4.420446396,-0.740837574
2.76171875,-6.933932304,-13.68044758,-6.452992916,0.460880548
2.765625,-7.177672386,-11.48947716,-6.622566223,0.50714159
2.76953125,-8.741010666,-11.35494423,-5.587763309,1.049695849
2.7734375,-6.551008701,-10.3966198,-5.190151215,3.983414888
2.77734375,-1.495142937,-0.97245419,-2.698242188,5.194442272
2.78125,2.068999052,8.801237106,1.763367891,0.580570817
2.78515625,1.872105718,5.651144981,2.908494234,-5.754570961
2.7890625,-1.449341536,-3.646747351,-0.179059744,-8.701218605
2.79296875,-4.841023922,-6.329618454,-3.216869831,-8.216115952
2.796875,-6.711545467,-4.6045928,-4.529661179,-5.556637764
2.80078125,-9.201716423,-6.140206814,-4.860579491,-2.652034521
2.8046875,-12.89172363,-10.00544643,-2.569618225,-0.20447892
2.80859375,-12.01144028,-9.615789413,1.581105471,2.242915869
2.8125,-4.195324421,-2.928380489,0.393832952,1.796531558
2.81640625,1.076409221,3.793222904,-6.360405445,-2.307715654
2.8203125,-3.425180435,1.835893154,-7.992070198,-4.013519764
2.82421875,-10.5806284,-8.833836555,-2.482876301,-0.968692482
2.828125,-8.940076828,-13.87940311,0.673584819,1.073348403
2.83203125,0.603310406,-2.717204571,-1.671721578,0.951687992
2.8359375,4.245099068,9.775138855,-3.938112736,2.580326796
2.83984375,-1.582568884,8.267977715,-2.803347111,2.326324463
2.84375,-4.06756115,4.236098766,-0.56944412,-2.264774561
2.84765625,-0.364539534,7.380280495,-0.836686373,-3.571978331
2.8515625,-0.471408546,6.675504208,-3.61961937,0.137875825
2.85546875,-4.851368904,-3.132968903,-5.921131611,1.426098347
2.859375,-5.114100456,-8.313563347,-4.840533733,-0.483911574
2.86328125,0.098801181,1.770863771,1.504396796,1.112340331
2.8671875,4.307147026,16.72250175,8.081318855,5.893214226
2.87109375,4.577393055,19.71560097,6.742424488,5.412074089
2.875,5.139763355,9.43652916,3.079654694,-0.86878258
2.87890625,7.344168186,-2.677100182,5.763970852,-4.47787571
2.8828125,5.489070892,-5.678010941,6.872177124,-2.712417126
2.88671875,0.079507679,3.466866255,1.118960381,-0.669110596
2.890625,1.08135879,15.43268776,-1.093270779,-2.289702415
2.89453125,8.994150162,16.81994629,3.511508226,-5.741576672
2.8984375,11.48031425,6.25936842,6.040681362,-6.63536787
2.90234375,4.906944275,-5.380794048,3.446583033,-3.823932171
2.90625,-1.213900685,-9.637558937,0.879717171,0.308734089
2.91015625,-1.42648983,-7.291877747,2.141900063,3.439512491
2.9140625,1.46731329,-2.252794266,5.575379372,3.822854757
2.91796875,3.759152412,2.29539156,7.18930912,1.260126233
2.921875,3.580651522,3.115625381,6.208085537,-1.462922335
2.92578125,1.519545078,-1.306129336,4.658679962,-3.652495146
2.9296875,-1.170550466,-8.024598122,3.380888462,-5.286880493
2.93359375,-3.42218256,-11.73966789,2.90965414,-1.18664813
2.9375,-2.359953642,-10.71705627,3.077899694,7.616686821
2.94140625,2.339204311,-5.707312584,0.21744065,9.962018013
2.9453125,5.211332798,2.103282928,-4.609148979,4.140678406
2.94921875,2.567974567,6.243671417,-1.655619144,-0.200299472
2.953125,-3.309718132,3.888060808,7.982539654,-0.553271234
2.95703125,-7.579221249,3.432312965,9.847198486,-1.052562356
2.9609375,-4.424438477,6.101513386,3.571588993,-1.522413611
2.96484375,6.501399517,3.763956547,0.843357086,-0.731041849
2.96875,13.58952522,-1.530092001,1.395203114,0.286126435
2.97265625,6.388895035,-1.917007923,0.001752342,1.26465559
2.9765625,-6.839466572,1.7632792,-1.542310953,0.902267456
2.98046875,-8.813508034,2.14080596,-1.672685504,-0.667336643
2.984375,0.950807095,-4.10522747,-0.638542891,1.602522612
2.98828125,7.714995861,-8.730517387,1.187067866,6.050776482
2.9921875,6.17002058,-1.218205571,1.987995982,3.439181089
2.99609375,3.732270718,14.33637142,2.269673824,-4.005518436
3,4.780585289,22.5478363,4.082300186,-5.59202528
3.00390625,5.182509899,16.58006668,5.966821671,-2.211965799
3.0078125,2.256917,5.665572643,4.627374649,-1.610876799
3.01171875,0.505631208,0.522341132,0.191067055,-2.176836014
3.015625,1.294850826,-0.419891685,-2.62700057,0.940129995
3.01953125,-0.701221883,-4.744645596,-0.078010194,3.712033033
3.0234375,-6.942735195,-10.19135475,5.120018959,0.615137815
3.02734375,-11.94966125,-8.481194496,6.447107315,-4.840584755
3.03125,-10.14729881,-3.860628128,2.937050104,-5.686476231
3.03515625,-1.033538818,-4.042150021,1.824356556,-2.105762243
3.0390625,9.179917336,-2.556600332,5.43702364,1.588767529
3.04296875,11.912117,4.814987659,5.303273201,4.318997383
3.046875,7.380144119,6.284511566,-0.210616112,4.952366352
3.05078125,4.725677013,-4.324462414,-0.403357685,2.351543665
3.0546875,7.092114925,-12.64202881,5.19728899,-1.008323789
3.05859375,8.190137863,-4.168324947,3.966490984,-3.651927471
3.0625,4.353443146,12.92417336,-4.215733051,-5.710372925
3.06640625,-1.062733293,17.26756859,-5.767207146,-5.447967052
3.0703125,-3.351588964,5.615485191,1.360174775,-2.538464785
3.07421875,-2.480508566,-3.537244558,4.341660976,0.41315487
3.078125,-3.796090841,-2.812862635,-1.72546649,1.747565985
3.08203125,-7.49224329,-2.937375307,-6.073832035,1.567565322
3.0859375,-5.357651711,-6.342570782,-1.257417679,-0.276213288
3.08984375,2.779111147,-6.209489346,4.890294552,-3.270701408
3.09375,6.598443031,-3.756256342,3.586089611,-5.27609539
3.09765625,3.473179817,-2.68918395,-0.502885699,-5.291463375
3.1015625,-0.011380833,-2.068650484,-0.124915421,-4.036884785
3.10546875,-0.036938544,-1.700654149,0.99593848,-1.64754498
3.109375,1.472346783,-0.555058002,-2.751039743,1.843276143
3.11328125,-0.641063571,-1.190415144,-7.254563332,4.39686203
3.1171875,-6.950331211,-9.325428963,-6.309511662,3.935602188
3.12109375,-10.49964046,-14.83246708,-1.616798639,1.6341151
3.125,-6.639722347,-5.243132114,1.721962929,-0.627177358
3.12890625,2.299696922,7.830081463,1.412795544,-0.874569595
3.1328125,8.577218056,10.26258469,-2.073918581,2.577613354
3.13671875,5.518805504,6.296405792,-4.817767143,5.264965057
3.140625,-1.829197884,2.661596775,-2.860401869,2.593125343
3.14453125,-4.23093462,-1.040879607,-0.38743481,-0.785210788
3.1484375,-2.827330351,-3.692005157,-3.291356325,-0.050609708
3.15234375,-2.58714509,-1.767618656,-7.144386768,1.387034774
3.15625,-2.659474134,1.741444945,-5.935129166,0.243194357
3.16015625,0.035168797,1.055693269,-3.76726079,-0.32621929
3.1640625,3.622631073,-3.120111704,-6.226191044,1.898073435
3.16796875,-0.646408737,-6.921644211,-9.892315865,2.947374821
3.171875,-11.4989233,-9.735132217,-10.51382637,0.823293567
3.17578125,-12.43066406,-12.82870293,-9.364052773,-0.226379082
3.1796875,-2.968929768,-11.39629745,-5.401771545,0.414838701
3.18359375,0.715668261,-1.345766902,1.811005831,-0.862819016
3.1875,-0.810335934,8.710783958,5.75107193,-1.432161808
3.19140625,3.237517357,14.22292042,2.841215849,2.27745676
3.1953125,11.42666721,20.2713604,-2.102917433,4.811058521
3.19921875,17.05897713,21.45075226,-4.308557987,0.779056013
3.203125,18.21194077,13.0604248,-4.476983547,-4.966389179
3.20703125,16.20827675,7.46105814,-4.740861416,-5.99751091
3.2109375,14.35285091,12.43531132,-4.499275208,-4.163384438
3.21484375,16.38910484,17.76643944,-3.008291006,-2.410787106
3.21875,22.06955147,11.68077374,-1.81923306,1.849790096
3.22265625,25.23646164,-0.622910261,-4.272988796,7.992418766
3.2265625,21.24503326,-1.084640026,-9.733428955,9.093842506
3.23046875,13.90742207,11.66931248,-9.210533142,3.060225248
3.234375,8.436173439,17.44478798,-0.568154573,-3.061691523
3.23828125,7.703929901,10.28459167,5.130660057,-2.138160706
3.2421875,14.17439556,6.879280567,3.964115143,2.937983274
3.24609375,22.29600334,12.89097977,0.296391487,3.579061031
3.25,21.61201668,14.45456696,-6.174417019,0.425899595
3.25390625,11.10042953,4.501648426,-10.79134846,-0.018418958
3.2578125,-0.773848116,-8.144899368,-5.276054859,1.530871272
3.26171875,-7.426780224,-14.52974033,3.083375692,2.387848377
3.265625,-9.721717834,-14.8778429,3.345182896,2.2533288
3.26953125,-9.005867958,-11.80120182,0.315207541,-0.381697118
3.2734375,-5.950962543,-6.081028938,0.441105753,-4.35048914
3.27734375,-6.902897835,-0.989037037,0.091026522,-5.334622383
3.28125,-14.81228447,-1.347702622,-3.111843109,-1.235085368
3.28515625,-21.51163101,-7.508485794,-4.32356596,4.130434513
3.2890625,-20.32204247,-13.35949135,-1.23584795,3.422149658
3.29296875,-15.87589359,-12.70708561,0.576722622,-2.314340353
3.296875,-16.43632507,-7.414614201,-1.987176538,-5.077446461
3.30078125,-21.40373993,-2.976017237,-4.720700264,-4.435236931
3.3046875,-23.29447365,-1.056589603,-4.433721066,-2.858249187
3.30859375,-21.65814972,-4.077449322,-1.024411082,0.538487434
3.3125,-21.96922493,-13.01236439,3.352376699,2.677496672
3.31640625,-24.73029518,-17.80662918,4.708799362,1.33073926
3.3203125,-28.00685501,-12.50418568,4.205252171,0.379220247
3.32421875,-29.94228554,-9.236305237,6.123661995,1.945776701
3.328125,-27.33870316,-14.63329411,9.143379211,4.176823139
3.33203125,-22.86703682,-17.85816956,9.203854561,4.157021523
3.3359375,-21.41777039,-12.89358139,5.799266338,0.84166491
3.33984375,-18.32130241,-6.827680588,1.697058201,-2.855845928
3.34375,-12.01483822,-6.250466347,-0.33129999,-4.462273598
3.34765625,-12.27835655,-8.086943626,1.621647716,-4.900794506
3.3515625,-19.30929565,-6.281830311,6.456630707,-4.672810078
3.35546875,-21.68927002,-3.208261013,8.014893532,-3.002255201
3.359375,-16.5059433,-4.246630669,4.21283102,-2.554626465
3.36328125,-9.593719482,-6.914141655,1.76205647,-4.897684097
3.3671875,-4.602982521,-6.721323013,3.796878815,-4.236241341
3.37109375,-2.657972574,-4.793148518,5.933067322,1.268041015
3.375,-4.523191452,-2.533614635,5.581278324,4.934812069
3.37890625,-7.315729618,1.430689454,3.640301943,3.32384038
3.3828125,-7.087402344,4.843718052,2.616260767,-1.088822246
3.38671875,-6.524343491,1.238789082,4.896363735,-4.8256917
3.390625,-9.20005703,-8.382616043,7.748142242,-7.039494514
3.39453125,-10.60404778,-13.49470806,6.216276646,-8.630661011
3.3984375,-5.615580559,-10.1621418,1.774225235,-7.127062798
3.40234375,0.617486238,-5.463640213,0.552841067,-1.987598538
3.40625,0.418227524,-3.107562065,2.287309408,0.856907725
3.41015625,-1.462224603,0.474498183,2.146115065,0.83443749
3.4140625,2.167427778,5.492985249,2.117003918,3.312171698
3.41796875,4.456567764,6.708159924,4.515189648,5.693211079
3.421875,-0.456390083,1.596110463,5.384493828,2.565853596
3.42578125,-3.35602355,-5.968435764,4.750267982,-2.36066556
3.4296875,1.654493093,-9.437814713,5.6884408,-3.705699682
3.43359375,7.279974461,-5.889245987,6.191655159,-2.075548172
3.4375,8.053226471,0.871763289,5.124018192,-0.315704197
3.44140625,4.991746902,4.36538744,4.18042326,-0.80997324
3.4453125,0.499379575,1.88025713,2.06200552,-3.935284853
3.44921875,-0.420380294,-3.803171635,-0.939639449,-7.162072659
3.453125,4.75180006,-7.65613842,-1.846495867,-6.620213509
3.45703125,9.595003128,-8.039075851,-2.202604055,-1.130103588
3.4609375,8.48296833,-5.274281979,-3.485847712,3.760152817
3.46484375,6.091163635,2.287921906,-4.439154625,3.765351534
3.46875,7.551904202,8.959095001,-6.135983467,2.521413326
3.47265625,8.052840233,3.941154718,-5.764971256,0.21612373
3.4765625,4.819687843,-7.282362938,0.358725309,-5.992517471
3.48046875,5.625813484,-9.165230751,5.176261425,-9.191320419
3.484375,11.44804573,-0.787140548,2.996715307,-3.354656696
3.48828125,13.92507839,7.336749554,-0.967523754,3.757413149
3.4921875,12.61306477,8.664265633,-3.177849531,4.756119251
3.49609375,9.964802742,4.593657494,-5.817137241,5.034413815
3.5,4.22134161,2.813642502,-8.389499664,8.246806145
3.50390625,2.206138611,9.118479729,-7.399089336,6.534553051
3.5078125,12.68682671,17.45453453,-3.22887516,-0.760632217
3.51171875,24.68787956,16.21644783,-0.399565578,-2.599588633
3.515625,23.55005074,6.050409794,-1.879892468,1.689904809
3.51953125,16.85899734,-1.325021505,-5.466340065,2.54689312
3.5234375,16.47229385,-2.24921751,-5.749337196,-1.155496955
3.52734375,18.72837257,-2.279748917,-2.239163637,-2.369383812
3.53125,18.48329353,-1.81555438,-2.333197355,1.54860568
3.53515625,17.87618446,1.355826855,-7.901922703,4.375188351
3.5390625,17.91308212,2.453151703,-8.820168495,0.220330805
3.54296875,16.69895935,-1.925671697,-3.243938446,-5.683807373
3.546875,14.09292412,-4.006181717,-2.552588463,-4.118487358
3.55078125,12.22995281,2.577974081,-7.746376991,3.034535646
3.5546875,12.39321327,10.06141376,-9.350784302,6.322686195
3.55859375,14.72303104,11.18743801,-6.47614193,3.544543028
3.5625,17.36606598,9.308256149,-4.9682374,0.591094077
3.56640625,15.57446098,7.438446999,-5.767846584,1.330511451
3.5703125,10.24759674,7.14267683,-5.569300175,3.177087307
3.57421875,7.274311543,9.834103584,-5.23317194,2.614185572
3.578125,5.777721882,11.52770996,-7.86447525,0.924815655
3.58203125,2.876635075,9.553405762,-8.487609863,-0.269073248
3.5859375,0.847380221,8.204993248,-2.382731438,-1.538019061
3.58984375,1.977908731,10.16578293,3.131799936,-2.342643499
3.59375,5.562992096,12.13182831,2.818232298,-2.583385229
3.59765625,7.887837887,10.42817116,1.840807557,-2.192832947
3.6015625,5.697157383,4.558482647,2.768485069,-0.177637607
3.60546875,-0.030116159,-1.004835963,1.379302263,1.651575565
3.609375,-6.71001482,0.92684567,-3.377244711,0.687184989
3.61328125,-9.152833939,8.881581306,-4.052983284,-0.218932703
3.6171875,-3.131614923,13.40697861,2.857081413,2.564070463
3.62109375,3.042125225,12.03587341,7.7967906,5.962404251
3.625,-0.220779881,9.556786537,4.799389839,6.82154417
3.62890625,-6.137655735,8.031616211,0.819593966,6.646590233
3.6328125,-5.011513233,6.593626022,0.71430558,5.864497185
3.63671875,0.956060171,6.954627991,1.088773489,3.658551455
3.640625,5.503738403,12.18637562,0.138316691,2.137693405
3.64453125,5.58029604,18.05448151,1.063497782,3.504448652
3.6484375,0.54552269,14.06519413,4.151561737,3.186294556
3.65234375,-6.297227383,-0.328830361,5.502066612,-3.750439167
3.65625,-9.066398621,-9.806092262,4.927399158,-8.942622185
3.66015625,-8.410921097,-3.64167738,5.334612846,-3.649019957
3.6640625,-9.036928177,7.749898911,6.864921093,4.701037884
3.66796875,-7.631149769,10.81958103,7.743408203,10.12607098
3.671875,-1.490352988,8.522722244,7.836370945,14.77075768
3.67578125,1.349787474,8.179136276,7.670377254,14.19606686
3.6796875,-2.236262083,8.544494629,5.970973969,7.095244408
3.68359375,-4.656138897,6.476511002,3.274197817,2.452277422
3.6875,-4.117940426,1.649366498,3.892402411,2.406721115
3.69140625,-6.177454948,-4.947209358,8.472600937,0.245247707
3.6953125,-11.04540157,-9.692977905,11.34318829,-4.14958477
3.69921875,-14.19157028,-10.52692413,7.951070786,-4.153613567
3.703125,-13.80458927,-11.63016987,1.028122306,0.072745934
3.70703125,-11.71103764,-13.8850832,-0.572264254,2.699670315
3.7109375,-10.61235619,-11.34143257,5.073847771,2.165234804
3.71484375,-9.987857819,-4.89359808,8.948828697,-0.29616344
3.71875,-8.155952454,-5.32152319,8.041215897,-3.669085741
